Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
22.9,63.8,2.9,9.4,16.7,0.4,0.98,10.7,593,7
38.4,66.6,15.2,36.5,39.2,14.5,1.86,4.2,497,3
28.8,64.9,16.7,27.9,11.7,5.6,0.85,10.9,562,7
35,76.4,20.3,28.2,19.9,11.2,1.68,6.6,430,5
31.4,73.5,3.8,11.4,30.4,2.5,1.69,8.8,618,5
17.4,43.7,10.8,17.5,25,1.5,0.83,10.2,515,7
25.5,60.7,9.2,17.3,22.8,6.3,1.05,10.2,421,7
25.5,59.6,5.6,12,11.6,7.6,1.01,12.4,582,7
39.8,84.9,33.8,51.8,29.2,15.9,1.92,7.6,559,3
35,71.5,10.2,18.8,28.7,11.4,1.46,5.4,443,5
27.7,72.3,40.7,52.1,16.5,6.3,0.98,10.1,338,7
23.2,74.7,2.6,14.7,21.1,1.6,1.3,5.5,449,5
22.1,49.1,11.2,13.8,25.3,6.8,0.72,12.5,448,7
19.6,59.7,10.2,18.3,23.2,0.9,1.03,10.7,238,7
29.7,63,25.6,27.1,16,5.1,1.06,11.6,471,7
26.3,79.9,3,8.1,14.6,9.1,1.02,11.4,347,7
27.1,56.4,52.6,60.5,26.8,7.7,1.33,11.9,428,5
34,86.5,48.7,58.1,59.3,9.6,3.37,4.3,909,1
29,88.6,13.2,33.7,36.1,13.1,2.32,4.4,706,3
28.2,87.5,2.8,10.6,27,8.3,1.77,5,538,5
41,60,46.3,58.9,38.9,19.7,1.45,7.2,418,3
34.3,48.9,18.1,27.7,29.2,5.4,1.65,5.6,304,5
32.3,87.5,1.1,5.4,23.1,8.7,1.52,8.3,343,5
27.3,79.7,3.5,7.7,27.5,5.4,1.05,11.3,285,7
22.9,62.2,18.8,26.5,29.4,4.7,1.23,8,536,5
22.3,68.9,9.3,14.7,17.2,3.5,0.97,10.8,373,7
21.1,60.1,1.8,11.2,22,2.3,1.04,15.1,478,7
32.2,77.3,6.3,18.6,17.3,13.3,1.6,8.4,454,5
24.5,59.8,5.2,11.3,25.9,7.5,1.15,17.2,205,7
25.8,77.8,3.3,9.3,19.5,6.3,1.27,13.3,343,7
21.3,70.4,11.7,16.8,25.4,0.4,0.84,10.9,486,7
30.8,69,8.1,21.3,17.8,8,1.37,5.6,635,5
20.4,59.3,0.4,4.2,23.4,4.3,1,11.3,219,7
29.9,78.1,57.8,60.5,26.5,11.6,1.19,8.9,578,5
19.5,48.2,1,7.4,18.7,6.8,0.92,10.7,305,7
29.5,41.5,4.7,8.7,21.5,1.8,1.09,10.3,210,7
25.2,43.9,0.4,4.9,12.3,4.8,1.08,12.7,471,7
39.1,91.6,139.5,154.6,49.8,17.7,3.32,5.9,566,1
24.9,70.5,0.2,5.9,12.5,6.9,1.07,11.9,240,7
28.9,65.5,1.2,4.7,24,3.7,1.02,10.6,534,7
21.9,71.2,5.1,10.4,17.1,3.8,0.95,10.4,208,7
22.6,47.3,1.8,9,22.5,5,1.17,11.2,433,7
35.2,51.3,0.5,16,36.2,11.6,1.59,5.3,694,5
35.9,70.8,30.1,48.9,35.1,10.2,1.86,4,671,3
24.2,62.7,4.5,8.5,22.3,0.3,0.99,10.3,555,7
31.5,80,86.1,89.9,22.7,10.5,1.41,6.1,647,5
35,57.4,0.7,5.1,25.3,16,1.42,5.3,441,5
18.8,57.1,37.2,46.4,37.4,24.5,2.01,5.3,528,5
24,42.5,9.9,14.9,25.9,3.9,0.91,10.6,310,7
43.5,89.6,20.9,46.8,41.5,14.2,2.31,5,594,1
21.7,75,10.3,15.5,13.4,4.5,1.15,13.3,285,7
17.6,77.1,20,24.3,22.6,5.2,0.99,12.2,487,7
30.9,49.5,0.3,5.5,20.1,3.5,0.93,11,237,7
33.9,59.2,61.7,81.9,41.5,21.6,1.72,7.1,503,3
25.1,56.1,4.2,10.2,21.7,8.7,0.98,14.3,266,7
23.5,54.8,2.3,9.1,15.4,5.7,1.06,11.8,325,7
30,61.7,0.1,15.6,19.2,8,1.83,5.3,529,5
32,48.9,14.9,36,29.4,27.4,2.41,3.9,697,3
33.8,68,41.8,47.8,34.5,9.3,1.37,5.9,652,5
31,46.3,12.4,31.1,30.1,19.2,1.31,8,484,5
33.4,76.3,3.2,7.9,23.7,3.8,1.89,8.2,388,5
32.9,102.4,26.6,41.3,26.6,15.7,1.86,5.4,394,3
31,53.4,5.7,13.7,36.4,9.1,1.51,8.4,671,5
35.4,85.1,18.4,25,25.3,6.5,1.56,5.3,425,5
26.9,72.5,17.1,37.3,26.9,5.2,1.52,5.4,479,3
23,43.6,1.7,7.5,24.5,5.9,0.88,10.5,317,7
40.5,87.4,11,17.9,19.4,15.2,1.44,9.4,476,5
26.8,47.4,8.7,14.2,14.3,3.6,1.08,10.9,344,7
39.3,104.7,1.1,14.1,38.6,15.6,2.74,4.2,634,1
34.2,89.5,95.6,110.4,34.9,10,1.98,5.4,566,3
40.8,80,27.9,44.3,52.3,19.3,2.06,3.8,530,1
33.8,92.2,18,41.1,25.2,15.7,2.11,3.7,407,3
29.9,72.8,59.1,70,24.4,26.2,1.97,6.7,465,3
29.4,64.6,13.7,29,27.6,13,1.83,5,722,3
21.7,42.4,13.3,17,17.8,7.4,1.09,11,239,7
24.4,54,2.2,5.3,27.9,5.3,1.05,10.6,431,7
27.6,84.1,0.8,12.4,26.5,13.1,1.55,7.4,668,5
30.4,67.5,16.5,21,43.4,15.4,1.97,9.6,502,3
27.7,62.9,17.5,24,22.5,18.1,1.56,6,495,5
23.3,48.1,32,35.7,23.1,1.1,0.93,10.6,321,7
21.1,54.2,49.3,59.1,30.7,9.9,1.5,6.9,660,5
25.4,44.4,0.4,7,22.9,3.7,1.16,10.3,451,7
29.5,54.8,6.7,15.1,14,6.6,0.78,11.9,315,7
45,82.6,17.4,27.2,46.3,10.1,2.82,3.7,592,1
26.2,51.9,9.4,13.7,22.5,4.9,1.01,10.1,449,7
29.4,44.4,11.1,18.8,19.1,6.2,0.99,13.4,304,7
31.9,91.7,5,6.8,24.8,16.8,2.05,3.5,828,3
36.9,84.6,8,23.5,36.2,20.6,2.29,5.9,745,3
32.2,62.2,20.2,34.3,33.7,26.4,2.12,8.3,512,1
24.1,77.2,0.1,9.6,20.9,2.2,0.86,10.7,539,7
22.3,40.5,2.6,7.1,23.8,4.4,0.85,13.1,549,7
31.2,60.4,2.5,5.5,22.1,15.1,2.06,3.6,732,3
28.3,82.6,18.2,25.7,29,6.7,1.49,6.1,563,5
35.8,87.2,5.2,15.7,45.1,23.3,1.63,4.7,809,3
25.7,65.8,8.5,15.1,18.6,5,0.93,10.1,393,7
28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448,7
30.2,75.6,15.3,18.2,20.7,4.6,0.95,12.3,445,7
24.5,41.7,24.9,29.5,20.3,5.6,0.99,12.4,285,7
22.5,54.1,18.2,23.6,20.1,3.3,1.13,12.5,567,7
25.9,41,1.8,0.1,20.4,3.5,1.13,15.2,293,7
31.6,71.5,11,24.3,24.5,17.1,1.57,8,560,5
22.9,48.7,11.4,16.3,21.3,8.7,1,14.5,516,7
18,68.7,6,9.3,21.2,6.5,1.15,15.9,266,7
23.5,70.8,4.6,13.3,35.7,4.8,1.45,12.5,345,5
22.4,62,6.5,11.1,24.2,3.4,1.02,10.1,265,7
34,91.8,12.8,42.5,38.3,4.8,1.76,4.2,633,1
35.9,78.3,2.7,4.1,19.1,10.8,1.41,5.2,620,5
29.8,49,3.1,6.4,22.1,1.8,0.97,11.6,277,7
25.8,62,6.4,8.2,24.8,6.1,0.98,12.1,379,7
28.7,89.4,3.3,10.7,24.1,-0.1,1.89,12.3,590,5
39,96.8,50.1,61.3,48.3,29.6,2.64,3.4,755,1
35.1,64.8,106.3,125.3,28.2,15.6,2.24,7.2,762,3
37.8,84,14.8,21.3,27.1,19.9,1.8,4,688,3
23,86.2,9.1,25.3,34.8,12.5,1.99,3.9,559,3
29.2,46.6,1.8,6.6,17.8,7,1.04,10.4,579,7
25,80.5,3.1,7.8,15.7,3,1.05,11.3,489,7
25.6,71.2,9.4,12.1,20.3,3.5,0.88,12.9,516,7
23.5,62.3,0.8,10.5,32.4,14.9,1.03,8.1,614,5
34.3,78.8,2.4,14.6,34.4,9.2,1.79,4.3,681,3
21.3,71.3,29.9,35.2,21.9,3.1,1,10.8,372,7
35.4,108.9,49.7,71.8,48.3,18.6,2.53,4.8,712,1
28.2,74.4,3,9.7,15.6,3.1,1.01,13.2,419,7
44.3,87.7,14,22.3,37.2,18.2,2.75,4.4,471,1
38.3,78.7,4.5,16.8,35,12.9,1.93,7.4,451,3
40.9,85.1,12.6,47.9,32.6,26.5,2.03,3.9,783,1
29.8,92.2,15.1,29.7,25.5,5.8,1.75,5.8,657,5
32.4,82.2,11.2,16,26,4.5,1.45,6.8,601,5
21.4,57.5,12.9,18,20.6,5.7,1.23,18.1,233,7
33.8,68.6,29.9,42.3,20.9,22.2,2.31,3.8,430,3
32.7,86,7.5,17.3,31,15.3,1.3,5.8,683,5
26.3,44.2,16.7,20.4,12.5,4.3,0.95,11.7,397,7
33.8,62.6,10.1,20,26.6,11.2,1.78,6,322,5
23.6,79.9,5.3,12.4,16.3,5,0.99,18.6,528,7
29.6,54.4,9,12,14.3,5.1,1.08,11.1,438,7
30.4,98.7,21.6,29.6,35.1,12.7,2.13,4,625,3
27.2,57.8,3.8,10.9,22.7,6.1,0.9,10.6,481,7
24.2,51.3,25.2,30.8,24.6,7,0.97,12,506,7
20,55,9.7,17.2,14.7,7.1,1,12.8,283,7
20.1,47.4,1.8,4.3,24.1,5.8,0.89,11.4,551,7
29.4,92.3,10.7,18,21.7,16.7,1.88,6.2,628,5
31.2,83.8,43.8,61.7,20.5,9.2,1.65,7.1,621,5
40.3,81.9,2,17.8,37.5,17.1,2.05,4.3,444,3
27.8,90.3,11.9,20.6,33.1,10.7,1.37,6.3,533,5
22.1,75.2,3.2,8.8,14.8,3.6,1.03,15.2,424,7
29.9,43.6,0.2,5.2,15.8,3,1.04,10,516,7
32.8,56.3,11.8,15.8,13.7,4.7,0.97,11.8,286,7
28.3,87.1,37,48.5,22.9,10,1.48,5.4,550,5
24.1,70.9,10.6,17.7,23.4,4.1,1.47,6.3,475,5
25.2,64,2.4,6.9,16.6,2.8,1.07,10.3,508,7
24.7,70.4,8.1,12.2,17.3,4.2,1.04,11,243,7
25.8,67.1,60.9,74.3,34.3,4.2,1.81,5.3,508,5
24.4,66.9,3.1,11.3,22.3,0,1.14,10.6,230,7
44.1,72.6,66.5,86.1,33.2,-0.2,2.49,2.7,565,1
33.6,68.8,19.1,42.3,55.8,9.4,2.42,4.4,663,1
31.8,68.2,10.7,21,25.4,12.2,1.34,3.4,637,3
33.8,72.7,60.4,71.8,30.7,19.5,1.52,7.9,610,3
40.4,107.6,31.2,56.4,41.8,19.9,2.14,7.4,767,1
28.1,74.6,0.3,4.9,15,1.7,1.04,10.3,256,7
25,58.6,8.4,12.3,15.1,5.1,0.89,16.6,255,7
33.6,51.9,55.3,62.7,36.2,1,2.41,5.6,403,3
22.3,69.8,16.5,19.8,23.6,5.7,0.98,12.7,310,7
29.2,93.5,20.8,29.8,30.9,7.3,1.65,3.6,713,3
36.5,86.5,19.9,32.8,33.3,12.4,2.14,4,623,3
34.8,72.7,12.7,20.2,23.4,16.3,1.68,8.2,679,5
38.6,76.2,26,48.7,32.8,3.5,2.12,3.7,612,3
30.9,70.6,23.5,40.2,24.4,12.7,1.34,10.7,393,5
34,68.2,5.4,10.2,47.2,12.8,2.16,3.9,725,3
16.6,38.7,4.1,8.5,19.8,5.4,0.95,15.6,264,7
13.4,65.8,4,7,25.1,0.9,0.74,11.6,322,7
24.6,53.5,0.1,4.1,15,6.2,1.09,11.8,380,7
26.7,64.4,7.6,14.9,24,3.7,1.07,15,544,7
27.6,54.2,9.4,14.9,25.7,2.8,1.05,12.4,525,7
26.3,62.2,26.1,32.7,19.9,8.3,1.09,10.3,259,7
25.7,64.4,13.8,25,21.4,14.9,1.54,6.6,324,5
29.6,53,14.8,20.6,22.5,5.5,0.99,11.1,509,7
28.2,80.5,19.1,31.5,25,11.1,1.11,5.2,373,5
21.7,69,7.3,12.7,21.1,6.2,0.94,10.4,593,7
30.8,47.1,15.6,20,16,4.6,1.02,12.2,329,7
31.6,67,10.3,22,31.4,1.7,1.3,5.4,513,5
42.3,70.8,18.7,35.2,28.1,20.8,2.21,3.9,651,3
24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245,7
23,59.3,10.6,18.8,26.1,15.3,1.42,10.6,337,5
30.9,46.6,4.1,13.6,14.3,1.8,0.98,10.4,218,7
21.2,69.6,10.3,16.7,13.9,10.3,1.01,12.9,509,7
29.1,79.4,41.6,56.1,31.5,16.8,2.49,6.2,542,3
35.8,71.8,42.3,53.4,29.8,13.3,2.32,4,485,3
27.3,70.7,0.1,6.3,15.3,6.5,1.11,10.9,454,7
23.6,70,15.2,17.8,22.2,5.5,1.11,11.5,482,7
24.5,62.2,7.7,12.4,25.2,7.3,1.65,8.8,393,5
21.6,56.3,29.5,35.8,26.1,2.2,0.98,11.1,298,7
24.6,54.3,23.1,28.1,29.8,14.9,1.32,6.9,638,5
40.6,81.7,52.6,76.5,39.3,14.8,1.74,6,755,3
20.6,80.6,0.3,5.1,22,4.6,1.49,7.6,647,5
38.5,65,82.1,96.8,35.9,25.9,1.85,4,611,3
27.1,61.5,24,29.4,45.5,14.3,2.19,4.3,806,3
26.6,92.9,31.8,51.9,35,10.2,1.42,6.1,526,5
30.8,63.9,34.4,43.3,14,13.9,1.52,5.1,350,5
40,52.7,1,12.1,34.3,5.3,1.25,6.2,355,5
36,70,2.1,14.1,37.2,21.4,2.18,5.4,495,3
22.3,51,30.9,40,17.5,4.5,1.78,6.2,294,5
43.6,93.5,7.9,31.4,25.3,9.9,2.09,3.6,522,3
22.8,61.5,5.1,14.2,22.1,2.5,0.98,10.7,489,7
37.8,77,7.7,30.7,56.4,16.6,3.09,2.6,674,1
30.6,78.3,10.9,27.7,26.3,14.1,2.62,3.5,651,3
32.4,74.5,16.6,35,43.8,11.3,2.2,4.6,374,3
28.6,73,1.2,2.9,15.3,5.3,0.9,12.7,522,7
44.1,109.2,31.8,44.9,51.1,12.3,2.27,5.7,640,1
32.1,66.3,19.9,28.8,33.3,20.6,1.68,6.5,474,3
30.4,80,16,29.5,32.8,2.5,1.66,5.2,459,5
27.1,75.8,61.2,83.7,31.3,19.7,1.79,5.3,592,3
30.3,67.3,31.6,33.1,23.5,13.2,1.23,5.3,670,5
31.1,69.9,22.4,25.7,25.7,7.1,1.04,13.7,417,7
29.5,76.7,71.4,79.9,31.9,12.4,1.27,7,550,5
21.4,52.4,0.5,7.4,21.1,5.9,0.94,11.4,200,7
42,86.2,2,8.8,33.7,22.3,1.7,7.4,538,3
30,85.1,70.6,91.5,30.7,7.1,1.52,5.3,373,5
31.2,49.7,20.5,30.6,25.2,15.7,1.59,9,347,5
27.4,36,8.8,16.7,22.2,2.5,1.04,11.1,407,7
26.6,56.6,6.9,16.4,25.5,6.4,1.09,5.7,327,5
37.2,73,36.6,64.7,48.2,20.6,1.94,4,514,1
42.2,79.3,44.7,65.4,29.9,21.2,2.26,2.9,523,1
44.3,61.7,55,66.4,32.7,13.1,1.82,4.1,614,3
27.1,58.3,4.7,17,29.4,7.5,1.07,5,349,5
29.5,61.5,7.9,11,20.5,7.6,0.87,12.2,378,7
34.7,75.8,2.7,6.4,33.2,6.3,1.5,7.8,335,5
38.3,107.8,39.3,60.8,32.3,29,2.61,6.8,462,1
22.2,69.8,15.2,21.7,17.5,6.5,1.03,11.2,294,7
39.1,82.9,56.7,69.3,39.7,8.2,2,3.6,543,3
28.7,80.2,15.8,23.3,17.5,7.8,0.87,10.2,512,7
23.5,44.5,3.6,8.1,23.2,1.6,1.02,10.3,221,7
27.8,85.9,24.2,35.3,28.1,8,1.31,8.5,497,5
35.3,65.1,109.6,122.9,40.9,8.3,2.64,10.5,777,3
56,68.8,15.8,29.9,48.9,17.4,3.11,3.3,535,1
25.6,60.3,21.4,34,30.4,3.7,1.37,7.8,315,5
33,90.1,35.3,49.5,31.2,7.4,1.6,6.2,358,5
20.6,69,23.2,27,13.6,2.4,0.92,13.1,444,7
30.3,76.3,9.2,20.7,38.4,17.2,1.61,3.6,726,3
28.2,73.2,27.8,39.6,23.7,1.3,1.46,5.7,563,5
34.9,51.8,31.4,40.1,19.6,12,1.46,6,634,5
31,93.2,28.7,48.3,44.2,11.3,2.29,10.1,592,3
34.1,73.4,5.5,12.2,20.9,4.6,1,10.1,188,7
51.3,89.9,13.7,28.8,64.9,20.6,2.18,2.6,807,1
52.7,61.7,3.1,17.3,53,14.2,2.29,5.1,731,1
55.7,75.9,76.4,82.2,40.8,24.5,1.98,15.9,650,1
25.4,43.2,48.2,55.1,21.1,1.1,0.95,11,537,7
24.7,57.4,2.9,7.9,22.9,2.3,0.92,10.1,361,7
28.2,66.9,0.3,13.2,26,9.6,1.51,5,379,5
27.4,67.7,15.8,19.3,22.7,6.8,0.83,11.6,546,7
22.6,72.2,20.1,23.5,17.9,2,1.13,11.9,581,7
22.5,80.2,2.5,5.6,12.8,3.1,1.09,12.3,278,7
44.6,78.5,37.5,42.2,39.1,30.8,2.95,5,743,1
29.1,44.2,3,12.2,14.6,4.4,0.9,10.6,305,7
30.5,80.8,11.9,27.8,25.6,16.7,1.87,6.7,716,3
27.1,81.7,14.9,19.8,19.1,5.5,0.92,11.9,242,7
29.2,63.7,0.2,11,24.3,18.3,1.3,11.8,574,5
36.1,82.6,28.1,28.1,31.7,12.7,1.52,9,601,5
23,75.6,4.9,7,12.7,3.8,1.05,10.7,331,7
37.2,102.1,20.6,36.4,37.9,24.6,3.07,4.1,508,1
25.6,42.7,5.4,8.4,19.3,4.6,0.92,10.3,418,7
41.7,97.8,2.5,7.6,47.9,27.3,2.16,2.5,688,1
45.5,90.8,19.6,56.9,29.1,17.4,2.76,9.4,684,1
30.3,86.8,16.4,30.2,38.2,22.4,2.39,5.7,479,3
31.1,70.9,35.2,44.7,26.9,5.8,1.45,7.2,455,5
21.6,45,15,17.5,15.1,0.4,1.1,10.3,487,7
21.8,57.2,12.7,17.4,25.6,3.7,1.25,16.9,450,7
30.7,65.8,5.5,14.2,25.8,11,1.32,5.6,380,5
31.7,78.8,22.2,33.1,31.5,10.8,1.6,6.2,494,5
23.5,56.5,24.8,31.9,17.5,6.2,1.01,11,329,7
34.2,81.3,54.5,65,28.2,11.6,2.19,6.4,709,3
34.7,85,4.1,14.2,29.5,13.2,1.41,5.1,608,5
25.1,49.3,0.5,6.3,16.7,3.7,0.89,11.7,239,7
33.3,64.4,52.1,66.2,26.1,8.1,1.41,6.3,584,5
19.6,65.5,33.8,39.8,30.4,11.9,1.47,6.1,629,5
27.4,58,2.9,7,25.8,2.3,1,10.4,562,7
24.6,78.7,15.8,24.2,23.2,9.2,0.93,13.7,384,7
22.9,89.4,13.5,34.2,30.5,34,3.09,2.6,833,1
41.9,96.6,47.7,73.1,54.2,7.8,2.9,2.6,682,1
30.1,80.4,65.3,77.1,36.8,16.4,1.71,4.9,597,3
26.3,90.4,14.7,26.7,35.1,4.8,1.94,3.6,543,3
36.4,115.7,112.5,121.6,33,17.2,2.83,3.5,560,1
26.2,63.6,23.7,29.5,16.7,5.4,1.08,10.7,412,7
31,85.8,10.1,24.8,29.4,8.5,1.89,12.1,507,5
36.3,58.4,4.7,13.2,24,8.8,1.46,6.7,629,5
28.4,42.8,0.6,6.7,24.8,9.1,1.05,10.3,599,7
44.9,66.4,75.4,94.8,50.5,33.4,1.95,4.2,659,1
24.8,44.9,2.7,12.5,12.7,3.2,0.96,12.2,405,7
25,45.1,12.9,17.6,18.6,6,0.95,11.4,605,7
38.5,87.4,15.6,22.3,37.3,13.7,1.62,7.5,412,3
44.1,101.9,2.1,40.8,31.4,29.7,2.66,6.3,761,1
28,64,5,10.8,15.5,3.4,0.88,12.4,470,7
34,62.5,20.5,30.6,29.1,9.5,1.8,6.4,346,5
24.9,38.5,14.3,19.5,22.6,5.5,0.88,10.5,369,7
44.1,72.8,45,59.2,33.9,13,2.21,6.9,707,3
19.9,76.5,16.2,23.2,19.9,8,0.88,10.1,330,7
25,61.8,4.4,11,26.4,3.4,1.05,11.5,397,7
35.8,64.1,13.8,27.3,30.5,20.6,1.79,4.7,626,3
32.4,73,2.9,13.8,23.4,7.2,1.76,6.9,315,5
52.8,83.3,42.7,72.1,42.5,33.9,2.46,2.5,561,1
31.8,85.8,51.5,73.1,20.7,16.8,1.63,6.9,683,5
22.7,73.6,8.2,13.6,21.8,5.2,1.14,12.2,472,7
28.1,42.5,0.3,5.1,16.1,5.7,0.99,11.6,326,7
26.8,70.4,4.3,9.3,20,5.4,1.16,10.5,591,7
21.4,46.6,13.6,21.9,13.1,7.2,1.22,10.3,253,7
35.2,68.3,4.7,16.8,21.6,13,1.3,9.6,478,5
28.2,52.3,3.4,11.8,17.2,7.7,0.84,13,243,7
30.4,93.5,8.5,29.2,36.6,16.3,1.64,6,766,3
36.9,98.2,23.7,42.8,32.2,19.1,2.15,6.5,493,3
21.9,70.5,2.8,9.8,15.3,4.4,0.83,11,326,7
35.6,87.7,16.8,22.6,24.8,4,1.21,11.3,605,5
30.6,58.5,17,31.9,27.1,9.3,1.54,5.4,405,5
24.8,76.1,0.8,9.4,15,1.9,0.86,10.8,458,7
19.7,73.8,1.4,6.7,20.1,4.3,1.1,14.2,532,7
32,60.1,34.2,50.5,34.5,8,1.49,7.8,605,5
30.6,107.4,35.4,53.4,31.2,23.4,1.73,5.6,631,3
31.9,57.1,4.4,12,27,7.7,1.23,6.1,395,5
25.8,54.7,10.2,15.8,14.2,5,1.03,10.2,535,7
35,99,28.8,37.8,50,16,2.66,2.5,586,1
25.5,74.9,42.2,46.7,19,3,0.94,11.9,421,7
30.4,58.9,0.2,4.5,19.6,5.5,1.06,10.7,355,7
28.2,56,12.8,21,23.4,10.6,1.65,5.3,277,5
29.7,64,2.5,4.3,16.8,6.5,0.98,10.3,445,7
27.1,46.8,26.3,34.7,16.5,6.6,0.92,10.6,428,7
27.4,57.4,2.5,17,35.5,10.3,1.63,6.1,365,5
41.7,84.9,89.8,106.8,27.3,29.6,2.39,9.3,923,1
28.9,62.5,28.6,39.6,16.2,8.7,0.76,11.2,586,7
28,57.2,2,7,23.7,7.9,0.92,10.7,419,7
28.8,67.1,18.2,23,22.1,5.9,1.03,15.6,569,7
27.8,64.2,12.5,17.2,18.8,5.2,1,14.1,323,7
31.5,62,75.4,82.5,22.7,19.2,1.55,5.9,642,5
25.5,80.9,24.7,31.1,13.8,7.2,1.01,13.7,522,7
33.2,109.9,2.8,14.8,26.7,15.2,1.88,9,511,3
24.7,87.2,15.5,25.1,33.3,17.7,2.27,5.1,670,3
29.8,58.4,27.3,33.4,12.1,8.3,0.9,10.7,410,7
40.1,70.6,9.2,17.9,29.2,18,2.16,4.6,569,3
29.1,41.6,22.5,25.3,19.6,5.8,0.99,11.2,263,7
27.8,96.1,4.5,31.9,39.5,0.7,1.99,4.5,614,3
34.2,78.8,18.1,29.6,24.6,11.3,1.73,6.8,441,5
25.5,73,11.6,16.3,11.2,3,1.06,11.4,494,7
29.6,80.8,10.5,31.9,30.7,21.5,2.94,4,558,3
38.5,57.4,75,83,34.9,1.6,2.35,3.7,505,3
24.6,82.8,5.6,19.8,28.7,19.1,2.02,8,710,3
27.2,74.2,18.5,24.7,38.4,33.9,2.48,3.9,424,3
23.3,52.6,9.4,17.5,21,12.1,1.41,10.8,498,5
21.7,56.3,13.8,25,17.5,6.9,1.09,10.5,605,7
22.2,83.3,11,22.4,25.2,14.7,1.35,10.2,528,5
38.2,71.9,0.7,27.3,29.7,23.8,2.18,4.8,593,3
34.4,54,15.7,28.5,28.9,17.2,1.58,8,487,5
41.4,74.4,27.5,38.8,28.9,21.3,2.18,4.2,778,3
24,55.5,4.1,5.7,12.7,4.3,0.89,13.9,545,7
26.4,54.3,4.2,7.6,23.8,5.8,1.02,11.7,299,7
25.4,75.7,17.5,29.2,18.7,11.8,1.45,7,462,5
18.7,53.5,28.3,35.6,20.3,4.3,0.94,10.8,530,7
26.3,58.7,2.6,6.5,23.8,6.4,0.99,11.2,530,7
45.9,69.9,67.9,68.3,48.6,23.2,2.29,2.6,871,1
23.1,70.5,34.7,39.4,21.6,4.5,0.85,10.8,283,7
20.9,41.1,1.7,8.4,24.8,4.9,1.08,11.2,590,7
27,84.3,18.2,25.4,15.5,10.9,1.08,5.5,431,5
28.8,40.1,12,17.6,25.9,7.2,1.06,13.3,390,7
26.4,61.3,3.4,6.2,34.9,24.1,1.74,4.4,672,3
36.4,61.5,35.3,30.1,28.7,6.4,1.1,5.7,312,5
42.6,98.3,5.8,11.7,35.4,25.2,2.33,8.4,561,3
34.4,68.6,14.6,20.6,28.4,6.4,1.36,7.2,412,5
38.6,58.3,9.6,29.6,28.4,13.7,2.17,3.5,422,3
34.8,75.2,8.9,28.9,32.5,16.6,1.8,7.1,517,3
34.9,83.9,7,9.5,31.4,7.8,1.68,5.1,524,5
25.6,65.8,0.3,5.2,18.7,7,0.86,11,303,7
26,49.6,38.8,43,15.1,6.2,1.15,10.2,469,7
19.6,38.3,4,8.8,21.1,9.1,0.95,10.2,285,7
18.2,45.5,9.4,17,15.5,6.4,0.89,14.1,373,7
44.1,91.8,42,61.6,38.7,32.5,2.39,3.4,613,1
30.1,54.7,5.2,7.2,30.1,18.6,1.65,5.8,520,5
29.6,54.6,7.7,14.1,18.6,6.7,0.99,11.6,340,7
30.9,73.9,7.1,19.8,27.7,4.1,1.19,6.1,545,5
30.9,81.4,14.5,24.8,27.9,15.9,1.59,7.1,392,5
21.9,56.3,16.4,20.3,23.3,9.4,0.84,10.8,271,7
21.1,50.6,1.1,14.4,32.2,13.1,1.54,7.4,634,5
24,86.1,44.5,52.2,29.5,15.4,1.49,5.5,689,5
35.5,75.9,5.6,28.7,44,24.8,2.39,5.2,536,3
29.2,83.7,5.8,20.6,25.7,11.9,1.46,5.1,698,5
28.9,87.3,98.3,118.1,34.8,13.4,1.76,7.9,760,3
22.4,65.2,34.2,38.7,28.2,5.9,1.02,10.7,532,7
40.8,82.2,2.4,14.3,29.8,10.6,1.04,5.1,481,5
39.1,82.6,11.4,31.9,27.9,18.5,2,4.5,750,3
34.1,90.5,14.3,17.4,19.6,6.4,1.59,7,494,5
20.1,73.7,9.2,14.6,15.9,3.5,0.93,13.6,512,7
28.1,82,14.5,19.5,27,9.3,1.47,8.2,697,5
39.3,73,15,35.5,34.2,8.1,2.05,3.7,655,3
21.9,48.9,6.7,11.1,13.7,7.1,0.93,11.4,549,7
25.3,79.8,2.3,10.9,33.5,14.1,2.04,4.3,602,3
25.7,39.5,11.7,16.9,18.6,7,1.01,16.5,206,7
24.5,73.3,7.8,12.5,21.6,4.5,0.94,10.2,322,7
26.4,76.1,16.6,21.8,20.2,5.7,1.73,5.3,633,5
26,65.5,12.3,16.1,24.8,3.1,0.99,10.9,405,7
41.3,103.3,168.6,185,47,28.8,1.99,4.3,631,1
32.6,61.4,37.3,53.1,27.8,11.8,1.65,5.1,529,5
33.4,80.3,3.1,13,23.3,10.1,1.76,7.3,600,5
24.5,73.2,3.5,7.3,25.3,4.6,1.37,10.7,399,7
30.2,72.3,13.7,22.2,29.8,10.1,1.74,9.7,555,3
24.1,47.7,15.6,17.9,17.7,2.9,1.02,12.9,426,7
33.8,78.8,120.5,139.6,41.6,5.3,1.88,3.3,688,3
24,79.3,6.2,13.3,22,6.6,0.9,10.5,579,7
22,72.9,7.5,11.7,21.2,4,0.88,25.2,300,7
